id,Class,BreedCount,Eyes,specialGenes,Ears,specialGenes,Back,specialGenes,Mouth,specialGenes,Horn,specialGenes,Tail,specialGenes,Date,Price,PriceUSD
11736189,Mech,0,gecko,,bubblemaker,,green-thorns,,tiny-turtle,,scaly-spoon,,cottontail,,2024-01-06 20:10:09,0.001639510203851039,3.681602138257701
11921969,Plant,0,confused,,innocent-lamb,,bidens,,silence-whisper,,little-branch,,cattail,,2024-01-06 20:12:36,0.0115,25.79726
7578788,Dusk,3,clear,,risky-bird,,tri-spikes,,tiny-turtle,,incisor,,thorny-caterpillar,,2024-01-06 20:12:33,0.0017,3.813508
8748881,Reptile,3,sleepless,,bubblemaker,,snail-shell,,kotaro,,dual-blade,,thorny-caterpillar,,2024-01-06 20:12:48,0.00102,2.2880232
6667095,Aquatic,3,clear,,inkling,,goldfish,,tiny-turtle,,shoal-star,,nimo,,2024-01-06 20:12:42,0.001420936204232572,3.187387255886336
2598946,Aquatic,3,gero,,inkling,,anemone,,lam,,anemone,,nimo,,2024-01-06 20:15:24,0.0023,5.159268
7081742,Bird,0,mavis,,early-bird,,red-ear,,doubletalk,,kestrel,,the-last-one,,2024-01-06 20:15:30,0.0019899,4.463664084
10048367,Dusk,3,little-owl,,gill,,garish-worm,,tiny-turtle,,wing-horn,,grass-snake,,2024-01-06 20:15:51,0.0076,16.998768
11430507,Aquatic,4,sleepless,,gill,,goldfish,,risky-fish,,oranda,,tiny-dino,,2024-01-06 20:16:18,0.0019,4.249692
10164134,Aquatic,0,clear,,risky-bird,,risky-beast,,pincer,,arco,,post-fight,,2024-01-06 20:16:30,0.00148,3.3102864
11409833,Plant,0,blossom,,ear-breathing,,garish-worm,,bubble-fish,Summer2022,shoal-star,,fish-snack,,2024-01-06 20:17:27,0.008174803240740741,18.33804562175926
8248962,Aquatic,4,gero,,bubblemaker,,bone-sail,,risky-fish,,shoal-star,,nimo,,2024-01-06 20:17:15,0.0018,4.037832
625073,Aquatic,1,clear,,innocent-lamb,,buzz-buzz,,pincer,,dual-blade,,iguana,,2024-01-06 20:17:36,0.002,4.48648
11751958,Aquatic,0,clear,,innocent-lamb,,goldfish,,peace-maker,,teal-shell,,nimo,,2024-01-06 20:18:42,0.001418480767050327,3.178758659729101
4564317,Beast,3,chubby,,nyan,,ronin,,goda,,imp,,cottontail,,2024-01-06 20:18:39,0.0015,3.36144
11955309,Dawn,4,sleepless,,nimo,,sandal,,piranha,,trump,,nimo,,2024-01-06 20:19:24,0.013803648148148148,30.953990789814817
9408133,Bird,4,mavis,,peace-maker,,pigeon-post,,little-owl,,eggshell,,post-fight,,2024-01-06 20:19:18,0.002694120370370371,6.041430224537038
11589069,Aquatic,0,chubby,,seaslug,,goldfish,,tiny-turtle,,shoal-star,,nimo,,2024-01-06 20:19:45,0.00134,3.004883
5559342,Aquatic,4,clear,,nimo,,goldfish,,risky-fish,,clamshell,,koi,,2024-01-06 20:19:45,0.002,4.4849
11902724,Dusk,2,scar,,friezard,,scarab,,silence-whisper,,scaly-spear,,cottontail,,2024-01-06 20:19:54,0.004270924356446151,9.587499123081011
11276585,Bug,2,tricky,,tassels,,buzz-buzz,,pincer,,parasite,,thorny-caterpillar,,2024-01-06 20:19:54,0.002730295900582581,6.129050146504795
11909324,Dawn,2,kotaro,,earwing,,buzz-buzz,,kotaro,,wing-horn,,granmas-fan,,2024-01-06 20:20:24,0.005,11.22415
11878189,Plant,0,bookworm,,risky-bird,,balloon,,razor-bite,,beech,,gerbil,,2024-01-06 20:21:48,0.0014,3.13943
11956277,Mech,3,sleepless,,nimo,,sandal,,square-teeth,,babylonia,,nimo,,2024-01-06 20:21:54,0.020369375,45.72578408125
11678547,Aquatic,0,telescope,,inkling,,green-thorns,,doubletalk,,anemone,,tadpole,,2024-01-06 20:21:51,0.003,6.73449
429313,Beast,2,sleepless,,belieber,,jaguar,,goda,,teal-shell,,iguana,,2024-01-06 20:22:54,0.002,4.4849
8892693,Aquatic,2,telescope,,nimo,,goldfish,,risky-fish,,shoal-star,,nimo,,2024-01-06 20:23:18,0.002,4.4849
3276722,Reptile,0,zeal,,friezard,,tri-spikes,,tiny-turtle,,caterpillars,,wall-gecko,,2024-01-06 20:23:30,0.001407157934027778,3.155481309160591
9514040,Mech,5,lucas,,bubblemaker,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 20:23:27,0.002785677083333334,6.246741575520835
2328104,Aquatic,1,clear,,bubblemaker,,goldfish,,mosquito,,lagging,,navaga,,2024-01-06 20:24:12,0.0023,5.161798
11886165,Dawn,3,telescope,,small-frill,,green-thorns,,tiny-turtle,,dual-blade,,iguana,,2024-01-06 20:24:12,0.008,17.95408
11472462,Reptile,1,papi,,small-frill,,anemone,,kotaro,,bumpy,,yam,,2024-01-06 20:24:09,0.001820003429178591,4.084560895968345
10574639,Mech,4,robin,,risky-bird,,ronin,,goda,,arco,,cottontail,,2024-01-06 20:25:15,0.005068320394069872,11.37462872759525
947400,Plant,4,confused,,rosa,,pumpkin,,serious,,beech,,potato-leaf,,2024-01-06 20:25:54,0.003,6.73323
11954774,Aquatic,3,sleepless,,nimo,,sandal,,square-teeth,,babylonia,,nimo,,2024-01-06 20:25:45,0.022064930555555556,49.52275078819445
974773,Beast,3,topaz,,lotus,,croc,,goda,,teal-shell,,cottontail,,2024-01-06 20:26:03,0.003,6.73323
902032,Plant,4,blossom,,rosa,,pumpkin,,serious,,beech,,potato-leaf,,2024-01-06 20:26:24,0.003,6.73323
11729667,Aquatic,0,neo,,inkling,,red-ear,,doubletalk,,eggshell,,tadpole,,2024-01-06 20:26:12,0.0028,6.284348
224788,Plant,3,papi,,rosa,,watering-can,,serious,,beech,,potato-leaf,,2024-01-06 20:26:12,0.003,6.73323
11910664,Mech,0,mavis,,nimo,,sandal,,square-teeth,,lagging,,nimo,,2024-01-06 20:26:42,0.007,15.71374
11937397,Mech,0,puppy,,swirl,,green-thorns,,tiny-turtle,,kestrel,,gila,,2024-01-06 20:27:30,0.0025,5.61205
3714089,Beast,3,telescope,,curly,,risky-beast,,nut-cracker,,dual-blade,,nut-cracker,,2024-01-06 20:28:12,0.0019,4.264094
11947598,Aquatic,0,sleepless,,nimo,,sandal,,axie-kiss,,babylonia,,snake-jar,,2024-01-06 20:28:06,0.003,6.73278
2656080,Bird,2,clear,,rosa,,raven,,little-owl,,trump,,post-fight,,2024-01-06 20:28:15,0.00158,3.5459308
604030,Plant,4,papi,,rosa,,pumpkin,,pincer,,pliers,,hot-butt,,2024-01-06 20:28:39,0.0017,3.815242
3968696,Aquatic,0,clear,,puppy,,anemone,,hungry-bird,,teal-shell,,shrimp,,2024-01-06 20:28:48,0.00135,3.0296295
620222,Plant,3,chubby,,gill,,red-ear,,herbivore,,merry,,snake-jar,,2024-01-06 20:29:06,0.002,4.48834
5244574,Aquatic,3,clear,,bubblemaker,,scarab,,risky-fish,,shoal-star,,nimo,,2024-01-06 20:29:03,0.0014,3.141838
422201,Plant,3,papi,,hollow,,pumpkin,,serious,,rose-bud,,carrot,,2024-01-06 20:29:42,0.001253912037037038,2.81399177615741
10852529,Plant,0,papi,,lotus,,pumpkin,,zigzag,,leaf-bug,,hot-butt,,2024-01-06 20:30:03,0.001264120370370371,2.837722689814816
8832187,Aquatic,2,clear,,gill,,goldfish,,risky-fish,,babylonia,,nimo,,2024-01-06 20:30:15,0.0014,3.142748
11123266,Plant,0,papi,,lotus,,pumpkin,,serious,,cactus,,hot-butt,,2024-01-06 20:30:39,0.001265740740740741,2.84136012962963
1687714,Aquatic,0,clear,,earwing,,goldfish,,piranha,,shoal-star,,nimo,,2024-01-06 20:30:57,0.0014,3.141838
11954108,Reptile,4,gecko,,sidebarb,,tri-spikes,,kotaro,,scaly-spear,,cottontail,,2024-01-06 20:32:00,0.0129,28.949793
7782854,Plant,0,papi,,hollow,,pumpkin,,serious,,beech,,hot-butt,,2024-01-06 20:32:15,0.0014,3.141838
11634711,Dawn,0,robin,,earwing,,green-thorns,,peace-maker,,eggshell,,feather-fan,,2024-01-06 20:32:15,0.002,4.48834
11782635,Dawn,0,telescope,,innocent-lamb,,goldfish,,goda,,teal-shell,,cottontail,,2024-01-06 20:32:09,0.006,13.46502
11427570,Dawn,0,chubby,,bubblemaker,,furball,,doubletalk,,shoal-star,,the-last-one,,2024-01-06 20:32:06,0.002,4.48834
7782459,Aquatic,0,gero,,inkling,,anemone,,lam,,anemone,,fish-snack,,2024-01-06 20:32:27,0.00145,3.2540465
8771024,Aquatic,0,clear,,inkling,,anemone,,goda,,babylonia,,nimo,,2024-01-06 20:32:42,0.0014,3.141838
11566405,Plant,2,papi,,clover,,mint,,silence-whisper,,merry,,hatsune,,2024-01-06 20:33:03,0.011,24.69544
11926563,Dawn,0,sleepless,,nimo,,sandal,,piranha,,babylonia,,nimo,,2024-01-06 20:33:00,0.017384033179012347,39.02784984820988
9830959,Dusk,0,blossom,,small-frill,,bone-sail,,zigzag,,merry,,nimo,,2024-01-06 20:33:18,0.0072,16.164288
836072,Dusk,4,gecko,,friezard,,tri-spikes,,toothless-bite,,scaly-spear,,tiny-dino,,2024-01-06 20:33:09,0.01,22.4504
11734059,Mech,0,neo,,inkling,,raven,,doubletalk,,shoal-star,,tadpole,,2024-01-06 20:33:42,0.004899999999999999,11.000696
6371122,Plant,0,papi,,rosa,,watering-can,,serious,,cactus,,carrot,,2024-01-06 20:33:33,0.0017,3.816568
3838943,Aquatic,3,clear,,gill,,anemone,,lam,,babylonia,,tadpole,,2024-01-06 20:34:18,0.0014,3.141838
11149029,Reptile,1,gecko,,owl,,indian-star,,kotaro,,scaly-spoon,,tiny-dino,,2024-01-06 20:34:51,0.004739775462962963,10.63472900175926
11904345,Aquatic,3,sleepless,,nimo,,sandal,,square-teeth,,little-branch,,nimo,,2024-01-06 20:35:21,0.011,24.68092
2930367,Aquatic,0,clear,,inkling,,goldfish,,risky-fish,,shoal-star,,nimo,,2024-01-06 20:35:09,0.0016,3.589952
4480150,Aquatic,2,clear,,gill,,goldfish,,risky-fish,,oranda,,navaga,,2024-01-06 20:37:09,0.0014,3.143476
11812415,Dusk,1,neo,,inkling,,raven,,tiny-turtle,,parasite,,tadpole,,2024-01-06 20:37:27,0.0045,10.10403
11697256,Mech,3,neo,,pogona,,spiky-wing,,axie-kiss,,arco,,shiba,,2024-01-06 20:37:54,0.004449,9.98818296
11898300,Aquatic,4,clear,,nimo,,sponge,,square-teeth,,oranda,,nimo,,2024-01-06 20:37:57,0.01244,27.9282976
2404906,Bird,3,mavis,,owl,,pigeon-post,,peace-maker,,eggshell,,the-last-one,,2024-01-06 20:38:24,0.00149,3.3451096
8067831,Aquatic,3,gero,,inkling,,anemone,,lam,,anemone,,nimo,,2024-01-06 20:38:21,0.00155,3.479812
7187634,Aquatic,1,gero,,seaslug,,anemone,,lam,,anemone,,nimo,,2024-01-06 20:38:21,0.006,13.47024
11918830,Dawn,0,neo,,nimo,,sandal,,toothless-bite,,shoal-star,,nimo,,2024-01-06 20:38:36,0.0068,15.266272
11955357,Aquatic,4,sleepless,,seaslug,,anemone,,piranha,,anemone,,nimo,,2024-01-06 20:38:30,0.02961650462962963,66.49023755370371
7677040,Plant,0,papi,,hollow,,pumpkin,,herbivore,,leaf-bug,,yam,,2024-01-06 20:38:27,0.0016,3.592064
6039190,Aquatic,2,clear,,bubblemaker,,hermit,,risky-fish,,shoal-star,,nimo,,2024-01-06 20:38:51,0.001229,2.75879775
7311897,Aquatic,1,sleepless,,nimo,,anemone,,lam,,anemone,,nimo,,2024-01-06 20:39:03,0.01,22.4475
6937121,Plant,0,cucumber-slice,,hollow,,pumpkin,,serious,,beech,,hot-butt,,2024-01-06 20:39:12,0.001195,2.68247625
11899057,Reptile,2,tricky,,small-frill,,red-ear,,tiny-turtle,,scaly-spoon,,gila,,2024-01-06 20:39:33,0.0065,14.590875
449231,Beast,3,chubby,,nyan,,ronin,,goda,,imp,,nut-cracker,,2024-01-06 20:39:42,0.001746313636265733,3.920648744780197
5413177,Plant,3,topaz,,sakura,,pumpkin,,serious,,cactus,,carrot,,2024-01-06 20:40:09,0.00133969212962963,3.007742800231482
2936251,Plant,3,papi,,lotus,,pumpkin,,serious,,cactus,,hot-butt,,2024-01-06 20:39:57,0.0015,3.36765
6898853,Beast,3,chubby,,pink-cheek,,ronin,,nut-cracker,,imp,,cottontail,,2024-01-06 20:40:36,0.001896923013450851,4.258781857498506
6758986,Beast,2,zeal,,nyan,,ronin,,nut-cracker,,imp,,cottontail,,2024-01-06 20:41:00,0.001440395153232888,3.234925858839614
11873337,Plant,4,gecko,,small-frill,,green-thorns,,tiny-turtle,,watermelon,,potato-leaf,,2024-01-06 20:41:33,0.0069,15.496434
3115647,Beast,3,chubby,,nyan,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 20:41:30,0.0019,4.267134
11154826,Aquatic,0,telescope,,curly,,perch,,piranha,,babylonia,,koi,,2024-01-06 20:41:27,0.002201458333333334,4.944167212500001
11721772,Beast,3,little-peas,,innocent-lamb,,furball,,axie-kiss,,dual-blade,,cottontail,,2024-01-06 20:42:27,0.003,6.7353
9406086,Reptile,0,clear,,bubblemaker,,snail-shell,,tiny-turtle,,lagging,,thorny-caterpillar,,2024-01-06 20:42:24,0.001431833333333334,3.214609016666668
5953900,Plant,1,papi,,leafy,,jaguar,,serious,,cactus,,carrot,,2024-01-06 20:42:18,0.001338928240740741,3.006027793287038
10631141,Dusk,2,puppy,,earwing,,garish-worm,,toothless-bite,,cerastes,,grass-snake,,2024-01-06 20:43:33,0.003,6.7353
2814879,Mech,2,scar,,nut-cracker,,ronin,,nut-cracker,,oranda,,feather-fan,,2024-01-06 20:44:36,0.001353,3.03687615
11940010,Dawn,3,sleepless,,nimo,,sandal,,square-teeth,,oranda,,nimo,,2024-01-06 20:44:36,0.0159,35.688345
672245,Bird,2,mavis,,larva,,kingfisher,,little-owl,,kestrel,,post-fight,,2024-01-06 20:44:54,0.0019899,4.469036814
11535097,Beast,3,little-peas,,innocent-lamb,,ronin,,confident,,scaly-spear,,shiba,,2024-01-06 20:45:15,0.009,20.21274
11230478,Plant,0,confused,,clover,,pumpkin,,serious,,cactus,,cattail,,2024-01-06 20:45:03,0.0028,6.288408
11841444,Beast,0,little-peas,,leafy,,shiitake,,serious,,bamboo-shoot,,shrimp,,2024-01-06 20:46:24,0.003495,7.83890055
10745713,Aquatic,2,tricky,,belieber,,furball,,mosquito,,incisor,,twin-tail,,2024-01-06 20:46:21,0.005524583333333334,12.3910327125
8308428,Aquatic,0,clear,,gill,,hermit,,catfish,,teal-shell,,nimo,,2024-01-06 20:46:45,0.012,26.91468
11893833,Dawn,0,telescope,,innocent-lamb,,green-thorns,,razor-bite,,dual-blade,,iguana,,2024-01-06 20:46:39,0.00452,10.1378628
5856910,Aquatic,1,clear,,bubblemaker,,goldfish,,risky-fish,,teal-shell,,nimo,,2024-01-06 20:47:33,0.00185,4.154434
11882131,Reptile,2,gecko,,small-frill,,green-thorns,,tiny-turtle,,watermelon,,potato-leaf,,2024-01-06 20:48:27,0.00699,15.6894045
515255,Plant,2,nerdy,,hollow,,pumpkin,,toothless-bite,,rose-bud,,carrot,,2024-01-06 20:48:42,0.001302809369212963,2.924220769666956
11920444,Plant,0,clear,,leafy,,ronin,,zigzag,,bamboo-shoot,,iguana,,2024-01-06 20:48:42,0.003,6.73365
11650517,Plant,0,scar,,rosa,,pumpkin,,toothless-bite,,teal-shell,,carrot,,2024-01-06 20:49:06,0.002,4.4859
1208061,Bird,0,lucas,,early-bird,,kingfisher,,tiny-turtle,,oranda,,granmas-fan,,2024-01-06 20:50:06,0.00199,4.4616397
9990377,Reptile,3,topaz,,sidebarb,,tri-spikes,,kotaro,,incisor,,grass-snake,,2024-01-06 20:50:15,0.0034,7.622902
7438002,Aquatic,0,telescope,,small-frill,,perch,,lam,,shoal-star,,nimo,,2024-01-06 20:52:03,0.001304575399305556,2.922966410914063
11956247,Dawn,4,sleepless,,nimo,,sandal,,square-teeth,,babylonia,,nimo,,2024-01-06 20:52:24,0.01129,25.2958095
11916820,Bird,3,kotaro,,earwing,,tri-feather,,kotaro,,wing-horn,,shrimp,,2024-01-06 20:52:33,0.009451569444444445,21.17671391875
4395178,Aquatic,1,clear,,beetle-spike,,risky-beast,,risky-fish,,watermelon,,nimo,,2024-01-06 20:54:03,0.0013,2.913339
11482540,Aquatic,1,sleepless,,inkling,,perch,,risky-fish,,arco,,nimo,,2024-01-06 20:54:57,0.0032,7.171296
11950573,Bird,2,sleepless,,nimo,,sandal,,square-teeth,,babylonia,,nimo,,2024-01-06 20:55:12,0.0149,33.391347
11953110,Dusk,0,zeal,,tassels,,scarab,,piranha,,scaly-spear,,cottontail,,2024-01-06 20:55:42,0.003443096064814815,7.716081574131945
8362693,Mech,4,lucas,,swirl,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 20:55:42,0.002112516203703704,4.734212187986112
11956299,Dawn,2,sleepless,,nimo,,sandal,,square-teeth,,babylonia,,nimo,,2024-01-06 20:55:36,0.0115,25.771845
2886933,Beast,4,zeal,,nut-cracker,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 20:55:54,0.001756982328727607,3.93660675663064
1870981,Beast,4,chubby,,nyan,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 20:57:03,0.001676413501348903,3.760480473820819
11877046,Mech,6,nerdy,,leafy,,buzz-buzz,,square-teeth,,bamboo-shoot,,nimo,,2024-01-06 20:57:48,0.0091,20.404839
5753968,Aquatic,0,clear,,puppy,,anemone,,risky-fish,,shoal-star,,granmas-fan,,2024-01-06 20:58:30,0.00135,3.0270915
9476496,Plant,3,papi,,clover,,pumpkin,,serious,,cactus,,carrot,,2024-01-06 20:58:18,0.00107533,2.4112017057
11735323,Bug,0,tricky,,inkling,,raven,,doubletalk,,parasite,,tadpole,,2024-01-06 20:58:36,0.0122,27.355938
961532,Beast,4,mavis,,pink-cheek,,scarab,,nut-cracker,,dual-blade,,hare,,2024-01-06 20:58:33,0.002,4.48458
8248577,Dusk,6,topaz,,curved-spine,,garish-worm,,toothless-bite,,cerastes,,grass-snake,,2024-01-06 20:58:57,0.00352,7.8928608
11778753,Mech,0,topaz,,innocent-lamb,,perch,,square-teeth,,cactus,,cottontail,,2024-01-06 20:59:12,0.002,4.48458
11910033,Beast,0,telescope,,innocent-lamb,,perch,,confident,,dual-blade,,cottontail,,2024-01-06 20:59:45,0.0025,5.605725
11845899,Bug,0,papi,,leafy,,tri-feather,,square-teeth,,bamboo-shoot,,cottontail,,2024-01-06 20:59:45,0.00215,4.8209235
11430053,Plant,4,little-peas,,hollow,,turnip,,herbivore,,cactus,,cattail,,2024-01-06 21:00:06,0.002404444678493774,5.392592347138697
11857627,Bug,3,clear,,leafy,,kingfisher,,square-teeth,,bamboo-shoot,,cattail,,2024-01-06 21:00:36,0.00215,4.821934
11927407,Beast,3,chubby,,earwing,,cupid,,axie-kiss,,arco,,granmas-fan,,2024-01-06 21:00:36,0.0147,32.968572
11933518,Mech,0,chubby,,pink-cheek,,tri-feather,,axie-kiss,,dual-blade,,cottontail,,2024-01-06 21:01:30,0.013,29.15861
2045392,Beast,3,chubby,,nimo,,risky-beast,,nut-cracker,,feather-spear,,nut-cracker,,2024-01-06 21:01:30,0.001369035388612041,3.07070530559515
4942460,Bird,3,mavis,,peace-maker,,pigeon-post,,little-owl,,kestrel,,the-last-one,,2024-01-06 21:01:24,0.001600084856694879,3.588942331020913
1411054,Beast,3,gecko,,nut-cracker,,ronin,,nut-cracker,,imp,,gravel-ant,,2024-01-06 21:01:36,0.00134315859375,3.012664431023438
11874888,Dusk,0,neo,,innocent-lamb,,raven,,doubletalk,,parasite,,tadpole,,2024-01-06 21:02:00,0.0124,27.813076
1308520,Aquatic,3,clear,,gill,,goldfish,,risky-fish,,oranda,,nimo,,2024-01-06 21:02:33,0.00191,4.2841109
323603,Aquatic,4,gero,,inkling,,goldfish,,risky-fish,,oranda,,navaga,,2024-01-06 21:02:21,0.002,4.48598
11925478,Mech,0,sleepless,,nimo,,sandal,,piranha,,caterpillars,,nimo,,2024-01-06 21:03:09,0.00689,15.4540633
11763657,Dawn,2,mavis,,innocent-lamb,,tri-spikes,,goda,,teal-shell,,cottontail,,2024-01-06 21:04:06,0.006359999,14.24213656067
10327938,Plant,2,cucumber-slice,,clover,,bidens,,zigzag,,cactus,,gravel-ant,,2024-01-06 21:03:54,0.002560631969581243,5.734099988442365
11866551,Reptile,4,gecko,,small-frill,,green-thorns,,tiny-turtle,,watermelon,,potato-leaf,,2024-01-06 21:04:12,0.0045,10.076985
8300011,Plant,3,confused,,gill,,bidens,,kotaro,,beech,,carrot,,2024-01-06 21:04:42,0.001821650564447957,4.0855250199213
10409936,Aquatic,1,gero,,nyan,,anemone,,lam,,anemone,,nimo,,2024-01-06 21:04:57,0.0035,7.84966
11449848,Beast,3,little-peas,,peace-maker,,anemone,,confident,,little-branch,,nut-cracker,,2024-01-06 21:05:33,0.001891762500132692,4.242769264797596
10749454,Mech,0,mavis,,lotus,,kingfisher,,axie-kiss,,incisor,,hare,,2024-01-06 21:06:15,0.0016,3.581216
7314547,Aquatic,2,telescope,,bubblemaker,,anemone,,piranha,,anemone,,nimo,,2024-01-06 21:06:33,0.00141,3.1559466
9408016,Mech,6,mavis,,nyan,,furball,,mosquito,,lagging,,twin-tail,,2024-01-06 21:06:30,0.0028,6.267128
11954447,Mech,4,sleepless,,nimo,,sandal,,square-teeth,,trump,,nimo,,2024-01-06 21:06:27,0.01449624074074074,32.44635580037037
11950921,Aquatic,2,sleepless,,nimo,,sandal,,square-teeth,,lagging,,nimo,,2024-01-06 21:07:03,0.0056,12.534256
10667861,Dusk,4,puppy,,clover,,furball,,razor-bite,,incisor,,twin-tail,,2024-01-06 21:07:15,0.00294875,6.600069175
4556727,Plant,2,papi,,clover,,shiitake,,serious,,leaf-bug,,yam,,2024-01-06 21:08:18,0.001819999999999999,4.073633199999998
401898,Aquatic,3,clear,,nimo,,goldfish,,piranha,,cuckoo,,grass-snake,,2024-01-06 21:08:51,0.001317101354166667,2.949582627588542
11889469,Bird,4,kotaro,,earwing,,blue-moon,,little-owl,,wing-horn,,ranchu,,2024-01-06 21:08:45,0.00488,10.928516
10693883,Bug,0,mavis,,ear-breathing,,scarab,,pincer,,parasite,,yam,,2024-01-06 21:09:48,0.002217485103342268,4.965836140424675
11909417,Reptile,3,gecko,,friezard,,sponge,,kotaro,,scaly-spear,,gila,,2024-01-06 21:10:00,0.004,8.9576
11838791,Beast,5,chubby,,pink-cheek,,cupid,,risky-fish,,dual-blade,,ranchu,,2024-01-06 21:10:24,0.0075,16.7955
8453301,Plant,1,blossom,,pink-cheek,,pumpkin,,serious,,leaf-bug,,yam,,2024-01-06 21:10:36,0.00143,3.202342
11922264,Bird,3,clear,,leafy,,buzz-buzz,,square-teeth,,bamboo-shoot,,nimo,,2024-01-06 21:10:36,0.00959,21.475846
1301303,Bird,3,mavis,,peace-maker,,pigeon-post,,little-owl,,kestrel,,the-last-one,,2024-01-06 21:10:33,0.00168,3.762192
4756619,Aquatic,2,clear,,bubblemaker,,sponge,,risky-fish,,shoal-star,,nimo,,2024-01-06 21:10:54,0.003,6.71478
397618,Reptile,3,clear,,curved-spine,,shiitake,,kotaro,,scaly-spear,,yam,,2024-01-06 21:11:27,0.0031,6.938606
11909650,Aquatic,5,sleepless,,seaslug,,anemone,,piranha,,anemone,,nimo,,2024-01-06 21:12:00,0.0384,86.044416
11715306,Dawn,3,bookworm,,inkling,,hermit,,silence-whisper,,teal-shell,,cottontail,,2024-01-06 21:12:15,0.01,22.4074
2359756,Plant,1,papi,,hollow,,tri-feather,,zigzag,,bamboo-shoot,,carrot,,2024-01-06 21:12:09,0.001329481481481482,2.979022334814816
2745014,Aquatic,2,clear,,bubblemaker,,goldfish,,risky-fish,,shoal-star,,koi,,2024-01-06 21:12:33,0.0014,3.137036
247982,Aquatic,5,clear,,bubblemaker,,sponge,,risky-fish,,shoal-star,,nimo,,2024-01-06 21:12:24,0.003018189600689381,6.762978165848724
11115218,Aquatic,4,telescope,,seaslug,,risky-beast,,piranha,,arco,,nimo,,2024-01-06 21:12:42,0.006914,15.49247636
11933786,Bird,4,kotaro,,early-bird,,raven,,hungry-bird,,wing-horn,,cloud,,2024-01-06 21:12:57,0.01,22.4079
1757608,Aquatic,3,telescope,,nimo,,goldfish,,piranha,,shoal-star,,koi,,2024-01-06 21:12:51,0.0013401741779706,3.003048896254741
8664549,Aquatic,5,gero,,seaslug,,goldfish,,risky-fish,,shoal-star,,nimo,,2024-01-06 21:13:45,0.0016,3.585264
8759759,Plant,3,papi,,clover,,pumpkin,,serious,,rose-bud,,potato-leaf,,2024-01-06 21:13:39,0.002109999999999999,4.728066899999998
11955456,Reptile,4,cucumber-slice,,clover,,scarab,,kotaro,,cerastes,,gravel-ant,,2024-01-06 21:14:00,0.03,67.2222
8336847,Plant,3,papi,,clover,,pumpkin,,serious,,leaf-bug,,carrot,,2024-01-06 21:13:54,0.001388619791666667,3.111535911979167
5917127,Aquatic,4,clear,,bubblemaker,,sponge,,risky-fish,,shoal-star,,nimo,,2024-01-06 21:14:18,0.003,6.72222
10629527,Aquatic,3,gero,,nimo,,anemone,,goda,,anemone,,nimo,,2024-01-06 21:14:30,0.0048,10.755552
9165060,Mech,5,sleepless,,nut-cracker,,ronin,,nut-cracker,,imp,,nut-cracker,,2024-01-06 21:14:57,0.003,6.72222
5084620,Plant,4,mavis,,curved-spine,,snail-shell,,kotaro,,rose-bud,,carrot,,2024-01-06 21:16:00,0.001683848377885287,3.773150606681572
11670018,Bird,0,chubby,,clover,,tri-feather,,lam,,wing-horn,,granmas-fan,,2024-01-06 21:16:51,0.0055,12.32143
11780785,Bug,2,mavis,,nimo,,goldfish,,silence-whisper,,shoal-star,,nimo,,2024-01-06 21:16:45,0.0051,11.425326
2622430,Plant,2,papi,,clover,,pumpkin,,tiny-turtle,,cactus,,carrot,,2024-01-06 21:19:09,0.00135,3.025998
11879418,Aquatic,0,gero,,nimo,,goldfish,,goda,,beech,,nimo,,2024-01-06 21:19:36,0.00158444,3.5514905712
2412011,Beast,2,sleepless,,nut-cracker,,ronin,,nut-cracker,,leaf-bug,,nut-cracker,,2024-01-06 21:20:09,0.001363020073820089,3.052510715721566
990969,Aquatic,3,clear,,inkling,,goldfish,,risky-fish,,shoal-star,,navaga,,2024-01-06 21:20:24,0.001256,2.81283712
10819912,Dusk,0,zeal,,hollow,,bone-sail,,cute-bunny,,cerastes,,nimo,,2024-01-06 21:20:33,0.006,13.43712
9771841,Dusk,0,clear,,inkling,,hermit,,zigzag,,bumpy,,nimo,,2024-01-06 21:20:48,0.0075,16.8111
11322799,Aquatic,0,telescope,,bubblemaker,,spiky-wing,,confident,,pocky,,koi,,2024-01-06 21:21:24,0.003,6.72444
825047,Plant,0,clear,,hollow,,hermit,,serious,,rose-bud,,yam,,2024-01-06 21:21:21,0.01,22.4148
11565903,Dawn,0,cucumber-slice,,earwing,,tri-feather,,mosquito,,eggshell,,the-last-one,,2024-01-06 21:21:15,0.004527368705921215,10.14800640694828
868478,Aquatic,0,clear,,gill,,goldfish,,risky-fish,,babylonia,,koi,,2024-01-06 21:21:54,0.003,6.72549
8261867,Aquatic,1,gecko,,early-bird,,furball,,risky-fish,,dual-blade,,hare,,2024-01-06 21:21:48,0.0018,4.035294
11951507,Dawn,3,cucumber-slice,,lotus,,bidens,,silence-whisper,,rose-bud,,cattail,,2024-01-06 21:22:27,0.008,17.93464
11589080,Dawn,0,neo,,sakura,,pumpkin,,silence-whisper,,strawberry-shortcake,,nimo,,2024-01-06 21:22:27,0.01,22.4183
